,GEOID,geometry,P_WrkAge,Pct_AO1,R_HiWageWk,D1B,D1C,D3A,D3AMM,D3APO,D3B,D4A,D5AR,D5CRI
963,360610080005,"POLYGON ((-73.978159 40.75146, -73.977677 40.752119, -73.977107 40.751883, -73.976048 40.751441, -73.976535 40.750775, -73.976986 40.750157, -73.978607 40.750842, -73.978159 40.75146))",0.574,0.179245283,578.0,202.4878444,50.6219611,44.41085285,38.76303174,0.0,105.8759971,261.52,1141476.0,0.935174611
964,360610002025,"POLYGON ((-73.982248 40.705829, -73.980907 40.705907, -73.980987 40.705374, -73.981856 40.70549, -73.982033 40.705515, -73.981648 40.705574, -73.981601 40.705658, -73.981505 40.7057, -73.981413 40.705703, -73.981274 40.705677, -73.981195 40.705679, -73.981143 40.70565, -73.981136 40.705574, -73.98107 40.705534, -73.981021 40.705503, -73.980967 40.705695, -73.981034 40.705789, -73.982255 40.705718, -73.982248 40.705829))",0.605,0.420537897,434.0,160.6378277,20.92633323,53.60714834,6.064697187,35.04064086,367.3668997,147.52,864459.0,0.708223483
965,360610012003,"POLYGON ((-73.98117 40.715378, -73.980879 40.715924, -73.98081 40.716055, -73.980778 40.716116, -73.980745 40.716184, -73.980736 40.716199, -73.980699 40.716257, -73.98067 40.716304, -73.980577 40.716455, -73.980022 40.716287, -73.979232 40.716048, -73.97909 40.716005, -73.978909 40.715951, -73.978992 40.715798, -73.97902 40.715748, -73.979102 40.715612, -73.979134 40.715553, -73.979222 40.715403, -73.979495 40.71489, -73.979962 40.713973, -73.980923 40.714264, -73.98165 40.714461, -73.98117 40.715378))",0.641,0.269366197,277.0,137.0522651,11.56132949,47.84378519,19.31474693,15.01347447,143.6600254,155.57,915721.0,0.750220793
1461,360610024002,"POLYGON ((-73.974707 40.721881, -73.974646 40.722105, -73.974525 40.722432, -73.974456 40.722584, -73.974309 40.722862, -73.974196 40.723041, -73.974022 40.723317, -73.973942 40.723442, -73.973852 40.723584, -73.973761 40.723728, -73.973716 40.723798, -73.973637 40.723923, -73.97358 40.724012, -73.973486 40.724161, -73.973281 40.724279, -73.97317 40.724242, -73.972776 40.724906, -73.972502 40.725352, -73.972313 40.725644, -73.972085 40.726062, -73.972024 40.72622, -73.971969 40.726362, -73.971886 40.726623, -73.971857 40.726759, -73.971396 40.726662, -73.971489 40.726137, -73.972751 40.721058, -73.972869 40.720725, -73.974543 40.721471, -73.974648 40.72152, -73.974763 40.721596, -73.974707 40.721881))",0.611,0.095588235,230.0,123.5380517,0.150106989,27.3393391,0.0,17.06928135,95.59492903,227.99,856576.0,0.701765195
1462,360610223020,"POLYGON ((-73.9659 40.823461, -73.965719 40.823709, -73.965592 40.823883, -73.96517 40.82446, -73.965138 40.824504, -73.961228 40.822769, -73.958743 40.82162, -73.95881 40.821532, -73.959767 40.820411, -73.960007 40.820422, -73.961187 40.821069, -73.965981 40.82335, -73.9659 40.823461))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,0.0,0.0
1463,360610020000,"POLYGON ((-73.973491 40.718972, -73.972869 40.720725, -73.966511 40.717917, -73.966613 40.717806, -73.966671 40.717743, -73.966836 40.717564, -73.967578 40.716496, -73.967716 40.71604, -73.973635 40.718612, -73.973491 40.718972))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,0.0,0.0
2394,360610010021,"POLYGON ((-73.979965 40.71759, -73.979486 40.718528, -73.979416 40.718666, -73.979071 40.719325, -73.979039 40.719387, -73.978753 40.719934, -73.978034 40.71964, -73.977224 40.71931, -73.977342 40.719006, -73.977384 40.718899, -73.977551 40.718476, -73.977773 40.718148, -73.97816 40.717599, -73.978215 40.717525, -73.978267 40.717429, -73.9783 40.717324, -73.97831 40.717233, -73.978763 40.717254, -73.979401 40.717305, -73.979992 40.71754, -73.979965 40.71759))",0.466,0.10989011,185.0,116.4631183,2.281645418,18.75738134,7.620701365,11.13667997,0.0,199.83,925690.0,0.758388074
2455,360610065003,"POLYGON ((-74.002772 40.728445, -74.00251 40.729, -74.002301 40.729445, -74.002203 40.729654, -74.002139 40.729796, -74.001797 40.730385, -74.001684 40.730581, -74.00102 40.730246, -74.000499 40.729988, -74.00119 40.729168, -74.000435 40.728794, -74.00139 40.72766, -74.002149 40.728036, -74.002808 40.728365, -74.002772 40.728445))",0.821,0.034645669,401.0,112.3433517,102.7941668,36.11456656,26.62520118,4.651912794,71.89974506,135.45,712279.0,0.583547299
2456,360610245004,"POLYGON ((-73.942602 40.83718, -73.942141 40.837803, -73.940102 40.836945, -73.93995 40.836078, -73.939888 40.835794, -73.939775 40.835183, -73.940217 40.835359, -73.943052 40.836557, -73.942602 40.83718))",0.718,0.081111111,364.0,282.8129378,27.29508452,38.15872469,35.90416948,2.254555212,63.75494194,215.92,651861.0,0.534048773
2459,360610063003,"POLYGON ((-73.999188 40.734134, -73.998714 40.734784, -73.996118 40.733699, -73.995489 40.733437, -73.995914 40.732847, -73.99862 40.733981, -73.999019 40.734149, -73.999188 40.734134))",0.649,0.182885906,522.0,180.0114988,92.79662533,13.70773717,8.150109751,0.0,0.0,261.52,676384.0,0.554139679
2460,360610016001,"POLYGON ((-73.997504 40.714069, -73.997092 40.714618, -73.996806 40.715037, -73.996532 40.715473, -73.996059 40.716232, -73.995429 40.717279, -73.994808 40.718457, -73.993828 40.718145, -73.993095 40.717922, -73.9937 40.716748, -73.994275 40.715621, -73.994578 40.715087, -73.99414 40.714269, -73.994347 40.714247, -73.9945 40.714231, -73.994657 40.71422, -73.99484 40.714209, -73.996478 40.714107, -73.997444 40.714067, -73.997504 40.714069))",0.518,0.179640719,339.0,128.5670921,68.44733611,53.91800906,17.65453394,21.06571319,102.1531304,140.82,794537.0,0.650938635
2461,360610115001,"POLYGON ((-73.99402 40.756527, -73.993561 40.757144, -73.993379 40.757396, -73.993205 40.757637, -73.99307 40.757827, -73.992633 40.75843, -73.990646 40.757594, -73.989791 40.757234, -73.990276 40.756567, -73.990726 40.755951, -73.991177 40.75533, -73.991633 40.754707, -73.994468 40.755909, -73.99402 40.756527))",0.836,0.15739645,771.0,79.03018543,573.3951005,31.02669507,20.01021141,5.6438646,0.0,0.0,961356.0,0.787608082
2462,360610174011,"POLYGON ((-73.949013 40.794281, -73.948556 40.79491, -73.948095 40.795541, -73.947645 40.796157, -73.946042 40.795467, -73.946483 40.794863, -73.946946 40.794234, -73.947406 40.793598, -73.947896 40.792928, -73.949508 40.793606, -73.949013 40.794281))",0.451,0.056574924,244.0,148.2456298,23.20366379,28.84288776,23.0026933,5.840194459,85.95668343,183.73,570204.0,0.467149816
2463,360610163002,"POLYGON ((-73.984778 40.782483, -73.984452 40.783192, -73.98259 40.782393, -73.983053 40.78176, -73.983515 40.781126, -73.985072 40.78178, -73.984778 40.782483))",0.582,0.285423038,589.0,302.1097887,76.35741912,30.06687241,23.72745571,6.339416709,257.5750886,152.89,743449.0,0.609083878
2464,360610071004,"POLYGON ((-74.001948 40.736414, -74.001095 40.736564, -74.000722 40.735926, -74.000356 40.735307, -73.999973 40.734688, -73.999653 40.73407, -74.000357 40.733973, -74.001205 40.733843, -74.001389 40.734483, -74.001574 40.735128, -74.001693 40.735534, -74.00177 40.735762, -74.001948 40.736414))",0.876,0.127686473,625.0,168.239332,81.09661551,46.28224786,29.0132792,10.81890009,140.2274832,214.58,716911.0,0.587342148
2538,360610013002,"POLYGON ((-74.016606 40.704963, -74.016579 40.705089, -74.016421 40.705483, -74.016131 40.706244, -74.015956 40.70668, -74.015834 40.706984, -74.015765 40.707148, -74.015749 40.707186, -74.015693 40.707304, -74.015611 40.707486, -74.015591 40.707531, -74.015528 40.707672, -74.015513 40.707707, -74.014904 40.707208, -74.014836 40.707137, -74.014775 40.707062, -74.014721 40.706983, -74.014674 40.706903, -74.014635 40.706819, -74.014604 40.706734, -74.014581 40.706648, -74.014566 40.70656, -74.014559 40.706472, -74.01456 40.706383, -74.01462 40.70614, -74.014397 40.7061, -74.014325 40.706234, -74.014137 40.706173, -74.013254 40.705871, -74.013356 40.705415, -74.013326 40.705031, -74.013286 40.704655, -74.014289 40.704549, -74.015184 40.704666, -74.015417 40.704684, -74.016567 40.704774, -74.016628 40.704799, -74.016606 40.704963))",0.874,0.107877928,1342.0,80.52378085,865.6477478,56.85108805,32.22731347,6.703287461,175.2925743,152.89,775534.0,0.635370088
2539,360610014011,"POLYGON ((-73.990225 40.714532, -73.990202 40.714665, -73.989754 40.715553, -73.989155 40.716708, -73.988367 40.716446, -73.987535 40.716197, -73.986721 40.715952, -73.986835 40.715777, -73.986929 40.715603, -73.986996 40.715456, -73.987074 40.715241, -73.987129 40.715031, -73.987138 40.714974, -73.987166 40.714802, -73.987178 40.714597, -73.987172 40.714377, -73.987165 40.714312, -73.988703 40.714185, -73.989337 40.714133, -73.99022 40.714405, -73.990225 40.714532))",0.575,0.349502488,472.0,174.3361776,29.93242956,12.88039075,2.366259658,10.51413109,76.23157966,258.84,877552.0,0.718950157
2540,360610014022,"POLYGON ((-73.9862 40.716899, -73.98587 40.717518, -73.985826 40.717603, -73.985693 40.717862, -73.985671 40.717927, -73.985074 40.719083, -73.984232 40.718828, -73.983395 40.718571, -73.983995 40.717414, -73.984035 40.717331, -73.984071 40.717259, -73.98414 40.717128, -73.984173 40.717068, -73.984233 40.716956, -73.984536 40.716394, -73.985013 40.715438, -73.985801 40.715677, -73.985867 40.715697, -73.986721 40.715952, -73.9862 40.716899))",0.688,0.088628763,383.0,89.69260586,24.88703925,44.36546538,32.43016173,3.374181063,121.0233321,241.4,866600.0,0.709977536
2541,360610015011,"POLYGON ((-74.008601 40.711392, -74.008348 40.711359, -74.007968 40.711447, -74.008089 40.711463, -74.008147 40.711477, -74.008204 40.711495, -74.008216 40.711522, -74.008227 40.711547, -74.008222 40.711578, -74.008216 40.711606, -74.008186 40.711657, -74.008135 40.711698, -74.008079 40.711721, -74.008022 40.711731, -74.007964 40.711736, -74.007905 40.711737, -74.007846 40.711733, -74.007796 40.711709, -74.007741 40.71169, -74.007626 40.711668, -74.007507 40.711669, -74.007018 40.711784, -74.00609 40.712003, -74.006052 40.712012, -74.005908 40.712045, -74.00574 40.712089, -74.005589 40.71217, -74.00542 40.712213, -74.005276 40.712249, -74.005127 40.712307, -74.004987 40.712375, -74.004891 40.712433, -74.004858 40.712453, -74.004291 40.712908, -74.004412 40.712698, -74.004489 40.712547, -74.0045 40.712405, -74.004464 40.712272, -74.004417 40.712194, -74.004229 40.712025, -74.004106 40.711928, -74.00401 40.711853, -74.003971 40.711822, -74.003731 40.711657, -74.00363 40.711575, -74.003537 40.711495, -74.003311 40.711315, -74.003364 40.711269, -74.00341 40.711235, -74.003467 40.711192, -74.003591 40.711037, -74.003615 40.711008, -74.003642 40.710974, -74.003658 40.710913, -74.003754 40.710706, -74.003822 40.710592, -74.004147 40.710251, -74.004253 40.710166, -74.004827 40.70966, -74.005148 40.709425, -74.005512 40.709093, -74.006435 40.709557, -74.007054 40.709872, -74.007307 40.709999, -74.007745 40.710221, -74.009063 40.710887, -74.008601 40.711392))",0.796,0.198328267,963.0,125.5518135,558.8814554,46.77763931,29.31376225,9.364523287,211.2388065,181.05,850293.0,0.696617735
2542,360610015021,"POLYGON ((-74.010542 40.709154, -74.009988 40.709806, -74.009543 40.710327, -74.009474 40.710413, -74.009063 40.710887, -74.007745 40.710221, -74.008418 40.70953, -74.008893 40.709044, -74.009371 40.708614, -74.00966 40.708756, -74.010147 40.708976, -74.010542 40.709154))",0.705,0.232175503,1854.0,148.8271583,860.4236789,38.24647187,35.10489624,3.141575636,134.509879,182.39,888601.0,0.728002248
2543,360610018002,"POLYGON ((-73.990974 40.718348, -73.990529 40.71916, -73.990436 40.719318, -73.99021 40.719243, -73.989733 40.719096, -73.988971 40.718873, -73.988173 40.718612, -73.98736 40.71837, -73.987434 40.718213, -73.98751 40.718074, -73.987879 40.717409, -73.988671 40.71765, -73.989473 40.717893, -73.990233 40.718124, -73.990716 40.718269, -73.990974 40.718348))",0.731,0.086124402,170.0,63.99507803,105.1702058,49.58863762,25.58249471,10.28618897,132.3160249,167.64,766467.0,0.627941786
2544,360610018004,"POLYGON ((-73.991506 40.721028, -73.990629 40.720766, -73.989857 40.720533, -73.990436 40.719318, -73.991243 40.719562, -73.992118 40.719832, -73.991506 40.721028))",0.728,0.133470226,236.0,166.0801704,79.12133961,22.51055461,11.39782136,0.0,0.0,175.69,656121.0,0.537538854
2545,360610018005,"POLYGON ((-73.994422 40.719392, -73.994378 40.719519, -73.994265 40.719782, -73.994035 40.720323, -73.993795 40.720937, -73.993669 40.721256, -73.993523 40.721632, -73.992731 40.721395, -73.992237 40.721248, -73.991506 40.721028, -73.992118 40.719832, -73.992195 40.719679, -73.992621 40.718851, -73.993095 40.717922, -73.993828 40.718145, -73.994808 40.718457, -73.994422 40.719392))",0.668,0.030555556,236.0,79.83940873,156.8792538,46.55548384,9.017849301,28.68137672,276.4488864,105.95,713675.0,0.584690997
2546,360610020001,"POLYGON ((-73.977364 40.721861, -73.977346 40.721885, -73.976893 40.722498, -73.97616 40.722187, -73.975533 40.721922, -73.974763 40.721596, -73.974648 40.72152, -73.974543 40.721471, -73.972869 40.720725, -73.973491 40.718972, -73.973635 40.718612, -73.974742 40.718841, -73.974874 40.718779, -73.974923 40.718766, -73.974995 40.718746, -73.975119 40.718753, -73.975093 40.718984, -73.974995 40.719784, -73.974959 40.720053, -73.974928 40.720328, -73.975283 40.720218, -73.975524 40.720261, -73.976048 40.720509, -73.976389 40.720649, -73.976725 40.720786, -73.977 40.72086, -73.976883 40.721106, -73.977683 40.72142, -73.977364 40.721861))",0.527,0.058212058,301.0,189.3017874,9.058842317,35.28648357,5.790973437,9.509102393,44.79953562,147.52,912571.0,0.747640099
2547,360610021001,"POLYGON ((-74.009681 40.714946, -74.009239 40.71552, -74.008996 40.715807, -74.008823 40.716014, -74.007544 40.715433, -74.005889 40.714678, -74.00631 40.714166, -74.006753 40.713618, -74.007225 40.713055, -74.008832 40.713796, -74.010128 40.714383, -74.009681 40.714946))",0.684,0.257898604,1512.0,107.6831343,671.3095578,30.83230224,23.9837355,6.848566733,111.1930964,0.0,846738.0,0.693705237
2548,360610022011,"POLYGON ((-73.983824 40.721473, -73.983003 40.721223, -73.982167 40.720969, -73.981308 40.720709, -73.98193 40.719459, -73.982803 40.719723, -73.983642 40.719978, -73.984477 40.720235, -73.983824 40.721473))",0.709,0.058064516,416.0,220.8777033,67.00115675,37.14958776,36.70368068,0.445907077,151.5665223,178.37,781639.0,0.640371718
2549,360610022012,"POLYGON ((-73.984477 40.720235, -73.983642 40.719978, -73.982803 40.719723, -73.98193 40.719459, -73.982477 40.71829, -73.983395 40.718571, -73.984232 40.718828, -73.985074 40.719083, -73.984477 40.720235))",0.917,0.205521472,355.0,95.64572822,37.37734379,33.76268935,26.58336288,7.179326466,134.2663871,354.06,798439.0,0.654135418
2550,360610022021,"POLYGON ((-73.98373 40.721606, -73.983444 40.722019, -73.982964 40.722671, -73.980607 40.721678, -73.978231 40.720674, -73.978719 40.719983, -73.978753 40.719934, -73.979735 40.720235, -73.981308 40.720709, -73.982167 40.720969, -73.983003 40.721223, -73.983824 40.721473, -73.98373 40.721606))",0.821,0.139699381,879.0,137.1051041,36.99890501,35.2984524,13.6160031,21.6824493,153.8923656,63.03,839514.0,0.687786846
2566,360610216003,"POLYGON ((-73.953935 40.801288, -73.953477 40.801917, -73.952556 40.80153, -73.952508 40.800686, -73.952458 40.799843, -73.954394 40.800659, -73.953935 40.801288))",0.653,0.038397329,278.0,250.7965641,9.377290886,38.83079264,24.9985455,13.83224714,235.3516144,227.99,656453.0,0.537810851
2567,360610052002,"POLYGON ((-73.99312 40.736691, -73.992654 40.73733, -73.992225 40.737917, -73.991798 40.738504, -73.991375 40.739088, -73.990945 40.739673, -73.990798 40.739875, -73.990518 40.740262, -73.989582 40.739865, -73.989765 40.739177, -73.989952 40.738488, -73.990123 40.737796, -73.990331 40.737132, -73.990752 40.736531, -73.990929 40.736284, -73.991109 40.736031, -73.991211 40.735888, -73.991715 40.735215, -73.993617 40.736005, -73.99312 40.736691))",0.632,0.304081633,1018.0,119.2621866,906.1364465,36.11510485,34.21642814,1.898676701,91.08329288,218.6,742449.0,0.60826461
2568,360610188003,"POLYGON ((-73.940021 40.797947, -73.939954 40.798036, -73.93987 40.79815, -73.939522 40.798625, -73.93728 40.797679, -73.937774 40.797002, -73.938285 40.796301, -73.940519 40.797261, -73.940021 40.797947))",0.703,0.122370937,270.0,214.2001362,29.51154181,26.91776153,9.204927267,9.208507163,0.0,0.0,817833.0,0.670024299
2569,360610036011,"POLYGON ((-73.990041 40.721921, -73.989392 40.723174, -73.988643 40.722933, -73.98923 40.721677, -73.989857 40.720533, -73.990629 40.720766, -73.990041 40.721921))",0.682,0.141975309,231.0,227.4097146,46.82545818,39.69682167,38.03559547,1.661226201,126.4484947,159.59,677761.0,0.55526781
2570,360610026012,"POLYGON ((-73.982524 40.723278, -73.982083 40.723882, -73.981637 40.724494, -73.979281 40.723505, -73.979726 40.72289, -73.980168 40.722283, -73.980607 40.721678, -73.982964 40.722671, -73.982524 40.723278))",0.721,0.139686684,431.0,133.5338896,27.79716391,34.67909887,0.0,34.67909887,147.4324716,281.64,770886.0,0.631562131
2571,360610080001,"POLYGON ((-73.977435 40.74954, -73.976986 40.750157, -73.976535 40.750775, -73.976048 40.751441, -73.974449 40.750766, -73.974935 40.7501, -73.975383 40.749483, -73.975835 40.748863, -73.976288 40.748245, -73.977888 40.748921, -73.977435 40.74954))",0.613,0.049800797,383.0,73.02769393,796.5170648,29.47150244,25.24654437,4.224958072,69.81872784,134.11,1120589.0,0.918062563
2572,360610071001,"POLYGON ((-73.999684 40.738552, -73.99922 40.738358, -73.99684 40.737361, -73.997341 40.736668, -73.997824 40.73687, -73.998288 40.737066, -73.998513 40.737162, -74.000183 40.737865, -73.999684 40.738552))",0.71,0.360655738,354.0,140.0612605,289.5610657,40.50438841,16.9483722,18.29791413,0.0,0.0,721521.0,0.591118972
2573,360610163003,"POLYGON ((-73.982519 40.782489, -73.982477 40.782546, -73.982126 40.783027, -73.981662 40.783661, -73.980473 40.783161, -73.980811 40.782473, -73.980948 40.782079, -73.981064 40.781751, -73.98146 40.781918, -73.98259 40.782393, -73.982519 40.782489))",0.801,0.194690265,298.0,74.40955048,98.17385717,35.48559088,28.0253106,7.460280283,0.0,116.68,749577.0,0.614104352
2574,360610147001,"POLYGON ((-73.98954 40.772866, -73.988333 40.772358, -73.987405 40.771967, -73.986695 40.771668, -73.987146 40.771054, -73.988433 40.77159, -73.988786 40.771737, -73.989994 40.772242, -73.98954 40.772866))",0.806,0.257196496,1312.0,207.243748,79.12380709,28.16302916,18.89963996,5.988933545,132.0025134,313.82,773079.0,0.633358785
2575,360610133004,"POLYGON ((-73.990729 40.766137, -73.990422 40.766561, -73.989964 40.767188, -73.987122 40.765989, -73.987576 40.765364, -73.988032 40.764737, -73.989445 40.765332, -73.990514 40.765782, -73.990876 40.765934, -73.990729 40.766137))",0.837,0.172503243,534.0,130.9384687,64.44917548,18.24789171,14.18538534,0.0,0.0,202.51,768639.0,0.629721236
2576,360610133002,"POLYGON ((-73.988491 40.76411, -73.988032 40.764737, -73.985192 40.763543, -73.985647 40.762915, -73.987255 40.76359, -73.987287 40.763537, -73.987436 40.763296, -73.987388 40.763267, -73.987594 40.762916, -73.988947 40.763486, -73.988491 40.76411))",0.727,0.05963939,631.0,168.7023265,155.4507843,33.12143528,28.57888738,0.0,0.0,238.72,934392.0,0.765517343
2577,360610225004,"POLYGON ((-73.950496 40.82312, -73.949694 40.823604, -73.949006 40.823315, -73.949465 40.82269, -73.949921 40.822073, -73.9513 40.82265, -73.950496 40.82312))",0.502,0.182795699,193.0,313.0290342,22.17503867,50.76026708,41.33121984,9.429047231,165.0235436,185.07,706425.0,0.578751305
2586,360610064001,"POLYGON ((-73.983632 40.738165, -73.983147 40.738832, -73.982665 40.739497, -73.980418 40.73855, -73.980905 40.737886, -73.981392 40.737222, -73.982134 40.737534, -73.983251 40.738005, -73.983632 40.738165))",0.788,0.210295728,813.0,212.4847758,260.2689628,30.31990172,15.15213044,15.12776767,0.0,0.0,945748.0,0.774820949
2587,360610064002,"POLYGON ((-73.984446 40.737046, -73.98442 40.737082, -73.984373 40.737145, -73.984082 40.737546, -73.983632 40.738165, -73.983251 40.738005, -73.982134 40.737534, -73.981392 40.737222, -73.981841 40.736602, -73.982267 40.73602, -73.982572 40.736148, -73.98266 40.736185, -73.982673 40.73619, -73.984508 40.736962, -73.984446 40.737046))",0.908,0.089839572,613.0,171.7019268,132.9740118,23.94815566,23.94815566,0.0,0.0,277.61,808186.0,0.662120822
2588,360610065002,"POLYGON ((-74.001413 40.731065, -74.000122 40.730432, -73.999584 40.730165, -73.999367 40.730058, -74.000435 40.728794, -74.00119 40.729168, -74.000499 40.729988, -74.00102 40.730246, -74.001684 40.730581, -74.001413 40.731065))",0.813,0.081818182,425.0,215.7587081,165.3137144,37.1161745,37.1161745,0.0,86.48176274,207.87,716092.0,0.586671167
2589,360610065004,"POLYGON ((-74.00139 40.72766, -74.000435 40.728794, -73.999678 40.728423, -73.998955 40.728068, -73.999916 40.726935, -74.000632 40.727287, -74.00139 40.72766))",0.866,0.06162465,480.0,258.8733765,167.8489825,42.48389109,28.15339392,14.33049717,233.0224486,140.82,684643.0,0.560906012
2590,360610065005,"POLYGON ((-74.000435 40.728794, -73.999367 40.730058, -73.998605 40.729685, -73.997886 40.72931, -73.9984 40.728734, -73.998955 40.728068, -73.999678 40.728423, -74.000435 40.728794))",0.899,0.139917695,432.0,188.5796091,134.4896172,14.73381914,14.19506235,0.538756798,0.0,293.71,692145.0,0.56705216
2591,360610066001,"POLYGON ((-73.98041 40.742587, -73.979972 40.742402, -73.978652 40.741847, -73.978168 40.741643, -73.978616 40.741026, -73.979466 40.741384, -73.980859 40.74197, -73.98041 40.742587))",0.933,0.303983229,443.0,188.4577262,58.51982627,14.94267894,0.0,0.0,0.0,130.09,826669.0,0.67726335
2592,360610066002,"POLYGON ((-73.980859 40.74197, -73.979466 40.741384, -73.978616 40.741026, -73.979077 40.740393, -73.979912 40.740751, -73.981312 40.741351, -73.980859 40.74197))",0.519,0.094537815,398.0,231.6567392,29.83813984,55.01429793,39.93177033,0.15543963,0.0,150.21,854532.0,0.700090611
2593,360610066003,"POLYGON ((-73.981622 40.740924, -73.981312 40.741351, -73.979912 40.740751, -73.979077 40.740393, -73.979304 40.740078, -73.979518 40.739784, -73.980052 40.74001, -73.980333 40.740129, -73.981461 40.740605, -73.981762 40.740733, -73.981622 40.740924))",0.81,0.107758621,573.0,261.9754257,48.46065567,19.75559381,4.721381252,0.115994878,0.0,250.79,853158.0,0.698964937
2594,360610067002,"POLYGON ((-74.005269 40.728853, -74.005224 40.729334, -74.005138 40.729519, -74.003956 40.729857, -74.002469 40.730324, -74.001684 40.730581, -74.001797 40.730385, -74.002139 40.729796, -74.002203 40.729654, -74.002301 40.729445, -74.00251 40.729, -74.002772 40.728445, -74.002808 40.728365, -74.003128 40.728394, -74.005314 40.728605, -74.005269 40.728853))",0.804,0.098752599,665.0,165.0299956,83.21682643,39.35275854,23.5318786,8.384354992,64.16719147,202.51,717521.0,0.587841901
2595,360610067003,"POLYGON ((-74.004688 40.730321, -74.00446 40.730719, -74.004626 40.731003, -74.004223 40.731128, -74.003844 40.731799, -74.003791 40.731893, -74.003554 40.732224, -74.003447 40.732021, -74.003299 40.731743, -74.003139 40.731465, -74.002943 40.731136, -74.002819 40.730913, -74.002469 40.730324, -74.003956 40.729857, -74.005138 40.729519, -74.004688 40.730321))",0.904,0.082352941,432.0,113.8124989,106.0304477,32.6615143,23.45878697,4.443732554,0.0,100.58,679009.0,0.556290257
2596,360610067004,"POLYGON ((-74.006973 40.729495, -74.006857 40.730228, -74.006737 40.730947, -74.006624 40.731669, -74.005783 40.731592, -74.005706 40.731627, -74.005107 40.731836, -74.003612 40.732324, -74.003471 40.732373, -74.003554 40.732224, -74.003791 40.731893, -74.003844 40.731799, -74.004223 40.731128, -74.004626 40.731003, -74.00446 40.730719, -74.004688 40.730321, -74.005138 40.729519, -74.005224 40.729334, -74.005269 40.728853, -74.005314 40.728605, -74.00709 40.728772, -74.006973 40.729495))",0.882,0.216356108,639.0,92.37265769,115.3436361,36.03224995,24.67370467,3.099294793,0.0,222.63,684596.0,0.560867506
2597,360610068001,"POLYGON ((-73.985428 40.741471, -73.984977 40.742089, -73.984529 40.742708, -73.984078 40.743326, -73.982462 40.742645, -73.982912 40.742026, -73.98324 40.741575, -73.983259 40.741548, -73.983362 40.741408, -73.983812 40.74079, -73.984261 40.740172, -73.985879 40.740853, -73.985428 40.741471))",0.832,0.078740157,481.0,57.08066153,443.923987,34.83274933,34.83274933,0.0,105.7355235,194.46,980806.0,0.803542842
2598,360610068003,"POLYGON ((-73.987302 40.738903, -73.986849 40.739522, -73.985232 40.73884, -73.984514 40.738537, -73.98448 40.738523, -73.983632 40.738165, -73.984082 40.737546, -73.984981 40.737927, -73.985675 40.738219, -73.986425 40.738535, -73.986854 40.738714, -73.987302 40.738903))",0.733,0.241469816,508.0,228.5528524,125.7206547,36.64184385,31.43715601,5.204687842,176.9509922,177.03,931514.0,0.76315949
2599,360610069001,"POLYGON ((-74.008925 40.731155, -74.008784 40.731873, -74.008634 40.732643, -74.007523 40.732852, -74.006407 40.733054, -74.006501 40.732426, -74.006571 40.731995, -74.006624 40.731669, -74.006737 40.730947, -74.006857 40.730228, -74.008201 40.73035, -74.00907 40.730434, -74.008925 40.731155))",0.717,0.31377551,1107.0,72.123507,186.9836937,30.28773002,18.78541816,5.324266007,78.32885914,181.05,705068.0,0.577639558
2600,360610071003,"POLYGON ((-74.001095 40.736564, -74.000647 40.73723, -74.000184 40.737035, -73.9991 40.736578, -73.998461 40.736308, -73.997805 40.736032, -73.998274 40.735391, -73.998556 40.735002, -73.998714 40.734784, -73.999188 40.734134, -73.999555 40.733611, -73.999653 40.73407, -73.999973 40.734688, -74.000356 40.735307, -74.000722 40.735926, -74.001095 40.736564))",0.557,0.270983213,265.0,73.81586014,262.5450593,33.3981593,22.02973334,7.41692343,68.13084189,218.6,691992.0,0.566926812
2601,360610072001,"POLYGON ((-73.980853 40.747751, -73.979238 40.747068, -73.979433 40.746801, -73.979724 40.746402, -73.981361 40.747145, -73.980853 40.747751))",0.649,0.173151751,452.0,290.2661815,51.27828689,36.04236786,26.13281481,0.0,0.0,190.44,1113908.0,0.912589034
2602,360610073002,"POLYGON ((-74.006294 40.733742, -74.004561 40.73401, -74.004277 40.733391, -74.005866 40.733147, -74.006407 40.733054, -74.006294 40.733742))",0.688,0.332688588,314.0,263.1912481,115.2514813,22.68050002,20.5181177,2.162382325,0.0,124.72,672803.0,0.55120588
2603,360610073003,"POLYGON ((-74.006571 40.731995, -74.006501 40.732426, -74.006407 40.733054, -74.005866 40.733147, -74.004277 40.733391, -74.003976 40.732915, -74.003612 40.732324, -74.005107 40.731836, -74.005706 40.731627, -74.005783 40.731592, -74.006624 40.731669, -74.006571 40.731995))",0.802,0.128275862,569.0,131.2573786,68.59027277,35.69270746,33.63386023,2.058847232,126.3861662,171.66,702459.0,0.575502088
2604,360610073004,"POLYGON ((-74.004748 40.73466, -74.003154 40.734896, -74.00297 40.734252, -74.002798 40.733726, -74.002789 40.733617, -74.002572 40.733372, -74.002124 40.732841, -74.003471 40.732373, -74.003612 40.732324, -74.003976 40.732915, -74.004277 40.733391, -74.004561 40.73401, -74.004748 40.73466))",0.768,0.132054176,559.0,162.7034763,104.4874071,53.10823347,35.67754176,10.1695856,148.4393797,0.0,628371.0,0.51480417
