"","X","GEOID","geometry","P_WrkAge","Pct_AO1","R_HiWageWk","D1B","D1C","D3A","D3AMM","D3APO","D3B","D4A","D5AR","D5CRI","D1C_Cat","D3B_Cat"
"179",2791,360610104001,"POLYGON ((-73.980426 40.759899, -73.979972 40.760525, -73.979513 40.761148, -73.979057 40.761771, -73.978601 40.762396, -73.978139 40.763024, -73.977686 40.763645, -73.974457 40.762293, -73.974915 40.761667, -73.975373 40.76104, -73.975831 40.760418, -73.976289 40.759787, -73.976744 40.759165, -73.977201 40.758538, -73.977655 40.757912, -73.978466 40.75825, -73.978911 40.758436, -73.979038 40.75849, -73.980886 40.75927, -73.980426 40.759899))",0.662,0.138353765,0.12314635718891,0.0265163578892669,0.489422429669968,0.198028203098002,0.376809232739507,0.0309434930667993,0.0169653952073377,0.988086814570909,0.648153943709743,0.648153944,"Very High","Medium"
"180",2792,360610036021,"POLYGON ((-73.990345 40.724928, -73.98987 40.725582, -73.988464 40.72499, -73.988258 40.724903, -73.987502 40.724584, -73.987968 40.723942, -73.988451 40.723277, -73.99082 40.724275, -73.990345 40.724928))",0.886,0.236652237,0.109391790242854,0.170614839581345,0.0189491973009107,0.213893563155,0.577646225118502,8.8632170061318e-05,0.0129067430182879,0.989730019375588,0.542444629781042,0.54244463,"Low","Medium"
"181",2793,360610041004,"POLYGON ((-73.997931 40.718158, -73.99774 40.71847, -73.997559 40.718794, -73.997373 40.719169, -73.997303 40.719324, -73.996836 40.720505, -73.996701 40.72045, -73.99603 40.720181, -73.996478 40.719048, -73.996512 40.718962, -73.996632 40.718691, -73.996771 40.718417, -73.996936 40.718133, -73.997108 40.71787, -73.997763 40.716814, -73.998589 40.717099, -73.997931 40.718158))",0.687,0.077868852,0.0818826563507414,0.305958393244092,0.0710938583357056,0.312247261547667,0.823808843929895,0.0091965301677063,0.0158336626219749,0.991492487451419,0.605593797159107,0.605593797,"Very High","Medium"
"182",2794,360610006002,"POLYGON ((-73.992267 40.712468, -73.991665 40.712514, -73.989971 40.712646, -73.989848 40.711917, -73.989734 40.711243, -73.989492 40.711267, -73.989461 40.710868, -73.989406 40.710143, -73.989424 40.710053, -73.989384 40.709954, -73.989387 40.709891, -73.989763 40.709842, -73.990423 40.709742, -73.990791 40.709691, -73.991759 40.709554, -73.991872 40.709538, -73.991939 40.709528, -73.99197 40.709586, -73.992028 40.709693, -73.992075 40.709771, -73.991995 40.709786, -73.991897 40.709802, -73.99186 40.709808, -73.991777 40.709819, -73.991977 40.710911, -73.992183 40.711775, -73.992267 40.712468))",0.591,0.086698337,0.0687728347302815,0.155563841399598,0.00253908623711981,0.369385865982081,0.307639542449647,0.226067018552734,0.0302978351064684,0.990087809189042,0.683636435136105,0.683636435,"Low","Very High"
"183",2795,360610119001,"POLYGON ((-73.986458 40.75671, -73.986014 40.757339, -73.985551 40.757968, -73.985085 40.758589, -73.982256 40.757387, -73.982712 40.756771, -73.983168 40.75614, -73.983624 40.755516, -73.984118 40.754842, -73.986398 40.755804, -73.986949 40.756036, -73.986458 40.75671))",0.486,0.043373494,0.0242854072641307,0.0268719221039563,1,0.201111860676353,0.37073697584604,0.0804267332517686,0.016556603060159,0.989730019375588,0.717474655948458,0.717474656,"Very High","Medium"
"184",2796,360610049003,"POLYGON ((-74.003122 40.726878, -74.002789 40.727272, -74.002513 40.727601, -74.002149 40.728036, -74.00139 40.72766, -74.000632 40.727287, -73.999916 40.726935, -74.000898 40.725773, -74.001597 40.726119, -74.00235 40.726496, -74.002844 40.72674, -74.002972 40.726803, -74.003122 40.726878))",0.833,0.12,0.101439931227165,0.208898978008664,0.0361162479364735,0.216224863090905,0.435360014163101,0.0693416565667094,0.0142611334389808,0.989160184011271,0.54931992574156,0.549319926,"Medium","Medium"
"185",2797,360610245006,"POLYGON ((-73.943514 40.835934, -73.940664 40.834731, -73.940049 40.834491, -73.94036 40.833786, -73.941118 40.834114, -73.943967 40.835309, -73.943514 40.835934))",0.797,0.113636364,0.04642166344294,0.265734232002831,0.0117585232467048,0.188754188908089,0.33915646921489,0.0795914181487304,0.0181791726984997,0.990525140786488,0.543901288052944,0.543901288,"Low","Medium"
"186",2798,360610271005,"POLYGON ((-73.936478 40.85285, -73.936426 40.853091, -73.936388 40.853333, -73.936365 40.853577, -73.936355 40.853821, -73.936331 40.854044, -73.936286 40.854267, -73.936222 40.854488, -73.936139 40.854704, -73.936038 40.854915, -73.934627 40.854501, -73.935133 40.853479, -73.935716 40.852339, -73.936545 40.852611, -73.936478 40.85285))",0.737,0.330601093,0.0956372232967978,0.317001797738551,0.00875824964268366,0.0737584388720288,0,0.0928720126042276,0.0181501970719862,0.989650477591597,0.572240582925475,0.572240583,"Low","Medium"
"187",2799,360610243013,"POLYGON ((-73.939994 40.837714, -73.939827 40.838498, -73.938548 40.837954, -73.938343 40.837909, -73.93884 40.837229, -73.9393 40.836607, -73.93933 40.836567, -73.939375 40.836505, -73.939888 40.835794, -73.93995 40.836078, -73.940102 40.836945, -73.939994 40.837714))",0.705,0.289915966,0.026434558349452,0.196243504288029,0.00480856029246241,0.254615357722674,0.424623103278986,0.122684888847369,0.0743572379593194,0.988086814570909,0.596567103773384,0.596567104,"Low","Very High"
"188",2800,360610233001,"POLYGON ((-73.95383 40.828652, -73.953177 40.829724, -73.952247 40.83128, -73.95104 40.830783, -73.950913 40.83073, -73.950869 40.830712, -73.950524 40.830568, -73.949951 40.830312, -73.949688 40.830244, -73.948139 40.829599, -73.948593 40.828976, -73.949049 40.828349, -73.949505 40.827728, -73.94996 40.827104, -73.951273 40.827658, -73.951969 40.827041, -73.95206 40.827079, -73.95259 40.827303, -73.953523 40.827283, -73.953607 40.827283, -73.953712 40.827275, -73.954429 40.828074, -73.95383 40.828652))",0.758,0.065789474,0.101010101010101,0.0686300401811297,0.00145539861062249,0.193138436368271,0.174576043525761,0.0879655087806393,0.0191105669152133,0.98992882443073,0.556968610570849,0.556968611,"Low","Medium"
"189",2801,360610208001,"POLYGON ((-73.942721 40.811568, -73.942249 40.812201, -73.939018 40.810856, -73.939494 40.810209, -73.939949 40.809582, -73.940051 40.809625, -73.943172 40.810942, -73.942721 40.811568))",0.602,0.124691358,0.0689877498388137,0.225203064582297,0.000635880187612532,0.195625183735584,0.528484110715127,0,0.00977923382081263,0.99073708752768,0.670393789294135,0.670393789,"Low","Low"
"190",2802,360610214002,"POLYGON ((-73.938539 40.817282, -73.938338 40.817555, -73.938087 40.8179, -73.937641 40.818517, -73.937106 40.818286, -73.93644 40.818, -73.93596 40.817793, -73.936379 40.817182, -73.937253 40.815945, -73.937729 40.816141, -73.937949 40.816231, -73.938991 40.816663, -73.938539 40.817282))",0.696,0.225396825,0.107887384483129,0.214548882041821,0.00347070905283912,0.357124840168818,0.183415230142552,0.364182006925946,0.0930100500638885,0.992168246781497,0.723448757252569,0.723448757,"Low","Very High"
"191",2807,360610098003,"POLYGON ((-73.971217 40.755193, -73.970965 40.75554, -73.97076 40.755825, -73.970313 40.756453, -73.968065 40.755504, -73.96852 40.754877, -73.968648 40.7547, -73.968889 40.754371, -73.968978 40.754251, -73.971057 40.755126, -73.971217 40.755193))",0.773,0,0.110681280894047,0.18758084383518,0.210488747707977,0.207169934084405,0.390244792621441,0,0,0.988086814570909,0.785269891414237,0.785269891,"Very High","Low"
"192",2808,360610090003,"POLYGON ((-73.969886 40.752999, -73.969431 40.753624, -73.96741 40.752766, -73.967227 40.752688, -73.967261 40.75264, -73.967698 40.752041, -73.967797 40.751717, -73.967777 40.751626, -73.967974 40.751366, -73.968024 40.75139, -73.968527 40.751605, -73.970341 40.752379, -73.969886 40.752999))",0.791,0.168016194,0.111755856436707,0.297185817192312,0.174216076169171,0.255740662865407,0.359873121923168,0.0846507263227772,0,0.990909411591382,0.83201485824208,0.832014858,"Very High","Low"
"193",2809,360610142003,"POLYGON ((-73.962623 40.775638, -73.962125 40.77632, -73.960515 40.775642, -73.961014 40.774958, -73.961475 40.774324, -73.961736 40.774434, -73.963087 40.775003, -73.962623 40.775638))",0.633,0.189903846,0.0425531914893617,0.154532793882735,0.0579309687833641,0.177909203308836,0.262224799095578,0.0160318308474656,0,0.990538381282208,0.649325496763073,0.649325497,"High","Low"
"194",2810,360610072003,"POLYGON ((-73.983627 40.743945, -73.983177 40.744562, -73.982727 40.745181, -73.981109 40.744498, -73.98156 40.743882, -73.982009 40.743265, -73.982462 40.742645, -73.984078 40.743326, -73.983627 40.743945))",0.705,0.113060429,0.129593810444874,0.160063871726803,0.15652263488257,0.235612210075984,0.636509609539512,0,0.02664504634807,0.990617824256529,0.860740028281127,0.860740028,"Very High","High"
"195",2811,360610034003,"POLYGON ((-73.984448 40.728781, -73.984009 40.729381, -73.983543 40.730021, -73.981325 40.729086, -73.98179 40.728446, -73.982228 40.727846, -73.982657 40.727261, -73.984875 40.728194, -73.984448 40.728781))",0.907,0.151717557,0.138190414786159,0.160537493566552,0.0296427818650597,0.135458682553007,0,0.149644016303272,0.0295620544936815,0.990008267405052,0.576841591280368,0.576841591,"Medium","High"
"196",2812,360610162002,"POLYGON ((-73.939132 40.790905, -73.938649 40.791558, -73.936625 40.790702, -73.936524 40.790659, -73.936646 40.790506, -73.937026 40.789997, -73.937307 40.789593, -73.937385 40.789461, -73.937501 40.789506, -73.939562 40.790317, -73.939132 40.790905))",0.687,0.196125908,0.0500752202879862,0.262254993355914,0.0161688213435191,0.0651222799966903,0.131302300959074,0,0,0.989571034617276,0.526921961458362,0.526921961,"Low","Low"
"197",2813,360610084002,"POLYGON ((-73.98685 40.751082, -73.986399 40.7517, -73.985947 40.752317, -73.985488 40.752935, -73.985043 40.753554, -73.981822 40.752197, -73.982275 40.751577, -73.982724 40.750959, -73.983174 40.750342, -73.983621 40.749724, -73.984076 40.749102, -73.98442 40.749246, -73.986794 40.750241, -73.987294 40.750451, -73.98685 40.751082))",0.863,0.160768453,0.184397163120567,0.0800802056934831,0.514064763324008,0.177346310855319,0.443093049637456,0.000183416222267078,0.0066735608910199,0.989822801655299,0.82988721958509,0.82988722,"Very High","Low"
"198",2818,360610134001,"POLYGON ((-73.957794 40.7736, -73.955553 40.772654, -73.956015 40.77202, -73.958255 40.772965, -73.957794 40.7736))",0.695,0.275992439,0.0954223081882656,0.246772464281712,0.0307846851997098,0.184129112733474,0.365179164546216,0,0,0.990657644553359,0.632986837642409,0.632986838,"Medium","Low"
"199",2819,360610137001,"POLYGON ((-73.979076 40.766876, -73.976234 40.765675, -73.976703 40.764996, -73.979544 40.766197, -73.979076 40.766876))",0.705,0.266233766,0.0937029873200086,0.243646859324541,0.0645455186328449,0.123194189825527,0.332810789551589,0,0,0.989133703019831,0.7328883616445,0.732888362,"Very High","Low"
"200",2820,360610137004,"POLYGON ((-73.98238 40.7674, -73.982147 40.76773, -73.982003 40.767688, -73.981844 40.767674, -73.981633 40.767732, -73.981606 40.767742, -73.981541 40.767776, -73.98148 40.767822, -73.981431 40.767874, -73.979076 40.766876, -73.979544 40.766197, -73.980036 40.765521, -73.981848 40.766287, -73.982877 40.766715, -73.98238 40.7674))",0.497,0.350854139,0.0967117988394584,0.155215455554166,0.15873652684398,0.186625909025012,0.26801671920708,0.0798067898239182,0.0107917928424098,0.988086814570909,0.694770285482082,0.694770285,"Very High","Medium"
"201",2821,360610140006,"POLYGON ((-73.958627 40.778227, -73.958165 40.778861, -73.956546 40.77818, -73.95701 40.777545, -73.957472 40.776911, -73.95909 40.777592, -73.958627 40.778227))",0.647,0.212082262,0.0833870621104664,0.317285532216976,0.0223139600927063,0.302068800895924,0.81604299900386,0,0.0194632330284577,0.990670885049079,0.608950337620289,0.608950338,"Medium","Medium"
"202",2829,360610142005,"POLYGON ((-73.96316 40.777772, -73.963131 40.777812, -73.962768 40.778313, -73.962303 40.778947, -73.960701 40.778272, -73.961166 40.777636, -73.961428 40.777276, -73.961474 40.777213, -73.961586 40.77706, -73.961628 40.777003, -73.96323 40.777677, -73.96316 40.777772))",0.579,0.106463878,0.0337416720395444,0.119464983178829,0.169818930064862,0.218191612809593,0.589447627648169,0,0,0.989213244803822,0.551370553218822,0.551370553,"Very High","Low"
"203",2830,360610146022,"POLYGON ((-73.953758 40.77913, -73.953673 40.779247, -73.953492 40.779496, -73.95304 40.779305, -73.951248 40.778551, -73.951431 40.7783, -73.951743 40.777875, -73.952259 40.778093, -73.952296 40.778109, -73.953984 40.778822, -73.953758 40.77913))",0.736,0.199590583,0.144208037825059,0.474001331886337,0.0321442564281132,0.179188710997091,0.272515238256495,0,0,0.989438432040735,0.606786651177042,0.606786651,"Medium","Low"
"204",2831,360610148023,"POLYGON ((-73.956708 40.780856, -73.956253 40.781482, -73.955793 40.78211, -73.954176 40.781429, -73.954631 40.7808, -73.955093 40.780172, -73.956545 40.780787, -73.956708 40.780856))",0.651,0.357607282,0.114764667956157,0.333460110786714,0.0477592734516662,0.214537236143745,0.579575279080413,0,0.0196554277653754,0.990922652087102,0.577803411759116,0.577803412,"High","Medium"
"205",2832,360610156021,"POLYGON ((-73.949111 40.785493, -73.948827 40.785881, -73.948378 40.786497, -73.947924 40.787121, -73.946329 40.786442, -73.946128 40.786356, -73.945696 40.786173, -73.943319 40.785174, -73.944223 40.783933, -73.944723 40.783247, -73.947069 40.784236, -73.948678 40.784916, -73.948925 40.785021, -73.949332 40.785194, -73.949111 40.785493))",0.739,0.295734597,0.145712443584784,0.112962461052624,0.0379954708805154,0.170555121843331,0.11339914396789,0.130073230360658,0.00900884230667885,0.988921657468968,0.770055267810474,0.770055268,"Medium","Low"
"206",2833,360610158013,"POLYGON ((-73.954417 40.783992, -73.953961 40.784616, -73.953503 40.785247, -73.951883 40.784565, -73.952341 40.783937, -73.952801 40.783309, -73.95326 40.782682, -73.954877 40.783363, -73.954417 40.783992))",0.582,0.273942094,0.116913819041479,0.114281808104329,0.0162859219490403,0.266143252478968,0.718989638365229,0,0.0262191650440108,0.990949133078543,0.563041843287165,0.563041843,"Low","High"
"207",2834,360610165001,"POLYGON ((-73.975981 40.781267, -73.975753 40.781578, -73.97548 40.781951, -73.974985 40.78263, -73.97454 40.783242, -73.974058 40.783901, -73.971223 40.782706, -73.971724 40.782021, -73.973571 40.779478, -73.976428 40.780654, -73.975981 40.781267))",0.614,0.303546099,0.11197077154524,0.300066467746088,0.0341182618610245,0.176399786700472,0.0456273353057288,0.200845319651235,0.0580286324342116,0.989478252337565,0.596463876021832,0.596463876,"Medium","Very High"
"208",2835,360610167002,"POLYGON ((-73.982638 40.784975, -73.982004 40.785591, -73.980666 40.785027, -73.981165 40.784354, -73.981662 40.783661, -73.983297 40.784353, -73.982638 40.784975))",0.588,0.214592275,0.0969267139479905,0.229423759036098,0.00899737992235857,0.176086737187169,0.28766282029366,0.0876418192043904,0,0.988086814570909,0.65579033952099,0.65579034,"Low","Low"
"209",2836,360610179004,"POLYGON ((-73.974616 40.793325, -73.974162 40.793952, -73.973435 40.793646, -73.972739 40.793353, -73.973195 40.792725, -73.973653 40.792096, -73.975075 40.792696, -73.974616 40.793325))",0.578,0.202312139,0.126584998925424,0.485481608612931,0.0263486751025162,0.275629034448145,0.613840617652439,0.060952379757292,0,0.989133703019831,0.567387240066787,0.56738724,"Medium","Low"
"210",2837,360610182005,"POLYGON ((-73.944787 40.797185, -73.944569 40.797483, -73.944009 40.798248, -73.943742 40.798616, -73.94212 40.797944, -73.942286 40.797714, -73.942873 40.796906, -73.943392 40.796196, -73.943483 40.796073, -73.945096 40.796764, -73.944787 40.797185))",0.551,0.0218509,0.0565226735439501,0.350878372756656,0.00208849534045446,0.163543820610524,0.441815869244781,0,0,0.990445599002497,0.589954792798963,0.589954793,"Low","Low"
"211",2838,360610193001,"POLYGON ((-73.960065 40.800586, -73.959647 40.801156, -73.959032 40.800899, -73.958835 40.800816, -73.958558 40.800701, -73.958502 40.800678, -73.958195 40.800553, -73.958354 40.800337, -73.958619 40.799977, -73.959077 40.799352, -73.960527 40.799958, -73.960065 40.800586))",0.529,0.267605634,0.0756501182033097,0.313212028865721,0.00559310695041878,0.251423929314913,0.421540355841552,0.120103267032698,0.0307056421753105,0.989319168769584,0.523682576302513,0.523682576,"Low","Very High"
"212",2839,360610212001,"POLYGON ((-73.93968 40.815719, -73.939457 40.816027, -73.938991 40.816663, -73.937949 40.816231, -73.937729 40.816141, -73.937253 40.815945, -73.936777 40.815747, -73.936427 40.815603, -73.935756 40.815326, -73.936136 40.814788, -73.93621 40.814674, -73.936446 40.814369, -73.936688 40.814044, -73.939909 40.815404, -73.93968 40.815719))",0.536,0.22044335,0.121856866537718,0.183499308898426,0.00988069060630154,0.127338125331188,0.289930875243536,0.0252035080830866,0.0325195346602304,0.990114290180483,0.630665032500356,0.630665033,"Low","Very High"
"213",2840,360610222002,"POLYGON ((-73.949279 40.807668, -73.948821 40.808294, -73.948327 40.808972, -73.947839 40.809641, -73.944994 40.808446, -73.945482 40.807773, -73.945978 40.807098, -73.946438 40.806469, -73.9469 40.805839, -73.94974 40.80704, -73.949279 40.807668))",0.715,0.314666667,0.0829572318934021,0.102020536886516,0.0308794379744415,0.225079604729637,0.520330200893608,0.0408875869240928,0.0161896517314969,0.990445599002497,0.53949936179033,0.539499362,"Medium","Medium"
"214",2841,360610225003,"POLYGON ((-73.953217 40.822643, -73.952762 40.823263, -73.952304 40.823887, -73.951853 40.82451, -73.949694 40.823604, -73.950496 40.82312, -73.9513 40.82265, -73.952105 40.822173, -73.952911 40.821697, -73.953676 40.822019, -73.953217 40.822643))",0.629,0.17844523,0.0818826563507414,0.17298414791684,0.00499247565443071,0.240943442531896,0.609956028775583,0.0190890041371404,0.0219370107291586,0.990604583760809,0.578730822987346,0.578730823,"Low","High"
"215",2842,360610228002,"POLYGON ((-73.943699 40.815306, -73.94321 40.815976, -73.940369 40.814774, -73.940855 40.814106, -73.941347 40.813438, -73.942052 40.813734, -73.942477 40.813912, -73.944193 40.814634, -73.943699 40.815306))",0.723,0.2,0.0737158822265205,0.153136644363967,0.0160373832400067,0.250034496015806,0.508908633168637,0.0776326568276055,0.020967136253172,0.988086814570909,0.655070203063734,0.655070203,"Low","High"
"216",2843,360610230002,"POLYGON ((-73.941843 40.817847, -73.941391 40.818471, -73.938539 40.817282, -73.938991 40.816663, -73.939457 40.816027, -73.942299 40.817226, -73.941843 40.817847))",0.628,0.074534161,0.0646894476681711,0.226141005411023,0.00604225760083701,0.216042359886358,0.579982553063691,0.00170533294982175,0.0112456023298003,0.990670885049079,0.640904242332882,0.640904242,"Low","Medium"
"217",2844,360610236002,"POLYGON ((-73.938459 40.826334, -73.937575 40.826763, -73.93668 40.827202, -73.935759 40.827633, -73.935018 40.828003, -73.934934 40.828023, -73.934958 40.827942, -73.934957 40.827873, -73.934892 40.827413, -73.934932 40.82731, -73.93509 40.827098, -73.935132 40.827042, -73.935391 40.826683, -73.935826 40.82609, -73.936306 40.82543, -73.936787 40.824811, -73.939351 40.825898, -73.938459 40.826334))",0.647,0,0.0657640232108317,0.13196505398891,0.00118998650483322,0.261373962769814,0.464002292059941,0.112840816653108,0.0267474153271754,0.990419118011056,0.630847729235246,0.630847729,"Low","High"
"218",2855,360610034001,"POLYGON ((-73.980858 40.729725, -73.980338 40.730448, -73.978001 40.729429, -73.978536 40.728746, -73.978998 40.728106, -73.981325 40.729086, -73.980858 40.729725))",0.852,0.165853659,0.132602621964324,0.221102423861116,0.0143992011541213,0.214311310963241,0.0122723600200462,0.264127423546483,0.0381342138002811,0.990326335731345,0.600277567954173,0.600277568,"Low","Very High"
"219",2856,360610067001,"POLYGON ((-74.003471 40.732373, -74.002124 40.732841, -74.001663 40.732318, -74.001167 40.731774, -74.000954 40.731706, -74.001413 40.731065, -74.001684 40.730581, -74.002469 40.730324, -74.002819 40.730913, -74.002943 40.731136, -74.003139 40.731465, -74.003299 40.731743, -74.003447 40.732021, -74.003554 40.732224, -74.003471 40.732373))",0.764,0.171460177,0.148721255104234,0.212142005983373,0.051870943047368,0.275223616719955,0.626092187185288,0.000537249503256594,0.0188085210095272,0.99069736604052,0.544269139326332,0.544269139,"High","Medium"
"220",2857,360610245002,"POLYGON ((-73.943465 40.839174, -73.943066 40.840193, -73.94114 40.83918, -73.941689 40.838426, -73.942141 40.837803, -73.943741 40.838477, -73.943465 40.839174))",0.788,0.016393443,0.0969267139479905,0.329414027514625,0.022682550262138,0.23614597532963,0.35227806809728,0.133148398986898,0.0152365191709492,0.988086814570909,0.588101608878242,0.588101609,"Medium","Medium"
"221",2858,360610221021,"POLYGON ((-73.946718 40.819895, -73.946403 40.820572, -73.946078 40.821264, -73.945155 40.820876, -73.943778 40.820294, -73.944231 40.819673, -73.944687 40.819047, -73.945141 40.818424, -73.946522 40.819006, -73.947036 40.819209, -73.946718 40.819895))",0.862,0.137573964,0.0999355254674404,0.118077437728684,0.0122880514514839,0.258040564267459,0.379649714330994,0.147959157360256,0.030569110785593,0.98909398153267,0.640706798776342,0.640706799,"Low","Very High"
"222",2859,360610181001,"POLYGON ((-73.970368 40.794051, -73.969832 40.793825, -73.96933 40.793614, -73.96831 40.793185, -73.967524 40.792856, -73.968016 40.792185, -73.970327 40.793157, -73.970858 40.79338, -73.970368 40.794051))",0.537,0.177619893,0.106812808940469,0.409853802149253,0.013776785941721,0.115043759074712,0.104463054055267,0.0961671482708098,0,0.988086814570909,0.548504754211447,0.548504754,"Low","Low"
"223",2860,360610216004,"POLYGON ((-73.956778 40.802488, -73.956321 40.803115, -73.953477 40.801917, -73.953935 40.801288, -73.954394 40.800659, -73.957238 40.801858, -73.956778 40.802488))",0.737,0.226371062,0.094347732645605,0.200552201101661,0.0201178144363365,0.135651659443757,0.358758518460159,0.00359179584999856,0,0.989822801655299,0.48376293009515,0.48376293,"Medium","Low"
"224",2861,360610114022,"POLYGON ((-73.969337 40.763547, -73.968889 40.764161, -73.968431 40.764788, -73.967974 40.765413, -73.966359 40.764732, -73.966813 40.764105, -73.967272 40.76348, -73.967727 40.762851, -73.968187 40.762227, -73.969801 40.762914, -73.969337 40.763547))",0.426,0.262222222,0.0805931656995487,0.0780369243977583,0.159509570904947,0.261845103099927,0.524438233922737,0,0.00986434087305552,0.990339576227065,0.798555139185418,0.798555139,"Very High","Low"
"225",2862,360610174013,"POLYGON ((-73.949695 40.796217, -73.949405 40.796631, -73.94922 40.79691, -73.948852 40.796699, -73.947645 40.796157, -73.948095 40.795541, -73.948556 40.79491, -73.950158 40.795588, -73.949695 40.796217))",0.69,0.264367816,0.0752202879862454,0.184787824129921,0.0112885511264294,0.236542664451239,0.639023244766215,0,0,0.989690297888427,0.399660167687748,0.399660168,"Low","Low"
"226",2876,360610148025,"POLYGON ((-73.956708 40.780856, -73.956545 40.780787, -73.955093 40.780172, -73.955315 40.779866, -73.955585 40.779496, -73.957202 40.780179, -73.956708 40.780856))",0.548,0.247933884,0.0653341929937675,0.348154450697417,0.0701091058461444,0.120717174005946,0.306019195432417,0.00936828101283694,0.0365169674594123,0.990313095235625,0.569081486020832,0.569081486,"Very High","Very High"
"227",2892,360610148024,"POLYGON ((-73.955336 40.782737, -73.954877 40.783363, -73.95326 40.782682, -73.953718 40.782056, -73.954176 40.781429, -73.955793 40.78211, -73.955336 40.782737))",0.546,0.125739645,0.100795185901569,0.231959290771456,0.0240114813863281,0.283934938167162,0.767054120705894,0,0.0197084329499793,0.991147938133685,0.564015952783954,0.564015953,"Medium","Medium"
"228",2893,360610041006,"POLYGON ((-73.997574 40.721029, -73.997481 40.721251, -73.997399 40.721449, -73.997123 40.722301, -73.996268 40.721952, -73.995464 40.721619, -73.995752 40.720893, -73.995889 40.720539, -73.995966 40.720344, -73.99603 40.720181, -73.996701 40.72045, -73.996836 40.720505, -73.997349 40.720705, -73.997655 40.720836, -73.997574 40.721029))",0.741,0,0.0930582419944122,0.224604981635856,0.0390575397719728,0.179889346878673,0.317726523810817,0.0784175590669238,0.0382334673728957,0.990167350973033,0.643888015913459,0.643888016,"Medium","Very High"
"229",2894,360610194003,"POLYGON ((-73.937686 40.801141, -73.937228 40.801769, -73.935349 40.800973, -73.934917 40.800791, -73.935374 40.800162, -73.935905 40.799567, -73.938144 40.80051, -73.937686 40.801141))",0.636,0.164634146,0.0270793036750484,0.25369230291689,0.0191643837328957,0.184922920715072,0.294341356237372,0,0,0.989743259871308,0.67636133645529,0.676361336,"Low","Low"
"230",2895,360610109001,"POLYGON ((-73.992979 40.752854, -73.992528 40.753474, -73.992079 40.754091, -73.991633 40.754707, -73.988787 40.753517, -73.98731 40.752893, -73.985947 40.752317, -73.986399 40.7517, -73.98685 40.751082, -73.987294 40.750451, -73.98778 40.749772, -73.987937 40.749855, -73.990623 40.750992, -73.993464 40.75219, -73.992979 40.752854))",0.819,0.150537634,0.0642596174511068,0.00517630383814026,0.701045603201161,0.164936297436926,0.265431123842126,0.0232076627013981,0.00278623665833031,0.991108216646524,0.728579831919004,0.728579832,"Very High","Low"
"231",2896,360610142006,"POLYGON ((-73.961839 40.779584, -73.961361 40.780241, -73.959774 40.779542, -73.960238 40.778905, -73.9605 40.778545, -73.960701 40.778272, -73.962303 40.778947, -73.961839 40.779584))",0.405,0.367058824,0.0505050505050505,0.174024395155504,0.0490302964417418,0.171011887185638,0.461990953287361,0,0,0.989968545917891,0.518862004158604,0.518862004,"High","Low"
"232",2897,360610026022,"POLYGON ((-73.981211 40.725073, -73.978858 40.724082, -73.979281 40.723505, -73.981637 40.724494, -73.981211 40.725073))",0.777,0.175925926,0.173866322802493,0.230243449592375,0.0102185373966716,0.132327769402336,0,0.166618850070098,0.0284876961012504,0.991333403883437,0.601997211212172,0.601997211,"Low","High"
"233",2898,360610100002,"POLYGON ((-73.972362 40.756498, -73.971907 40.757125, -73.971451 40.757749, -73.970993 40.758373, -73.970534 40.759001, -73.970081 40.759625, -73.969625 40.760251, -73.968024 40.759578, -73.96848 40.75895, -73.968936 40.75833, -73.969394 40.7577, -73.969848 40.757076, -73.970313 40.756453, -73.97076 40.755825, -73.970965 40.75554, -73.971217 40.755193, -73.97282 40.75587, -73.972362 40.756498))",0.898,0.08372093,0.15237481194928,0.0721944868373751,0.369947660314358,0.204812062919629,0.41873778828262,0,0,0.989756500367029,0.765130648647143,0.765130649,"Very High","Low"
"234",2899,360610016002,"POLYGON ((-73.993095 40.717922, -73.99222 40.717658, -73.991422 40.717418, -73.992014 40.716235, -73.992822 40.716478, -73.9937 40.716748, -73.993095 40.717922))",0.797,0.124668435,0.0511497958306469,0.203440045981896,0.0315159017214681,0.234457345768716,0.593031284173479,0.0188105016943976,0,0.989491492833285,0.627029940963557,0.627029941,"Medium","Low"
"235",2900,360610263001,"POLYGON ((-73.937567 40.848491, -73.937487 40.848569, -73.937286 40.848748, -73.937164 40.848847, -73.93707 40.848939, -73.936397 40.849541, -73.935471 40.849145, -73.934239 40.848626, -73.934693 40.847999, -73.934774 40.84789, -73.934877 40.847754, -73.934985 40.847609, -73.935075 40.84749, -73.935172 40.847358, -73.936403 40.847872, -73.937672 40.848392, -73.937567 40.848491))",0.698,0.18618267,0.0810229959166129,0.417130209759371,0.0168370358807419,0.454778451000669,0.225133772611354,0.128503530424823,0.0268842351363445,0.988802394197817,0.620100573323655,0.620100573,"Low","High"
