"","X","GEOID","geometry","P_WrkAge","Pct_AO1","R_HiWageWk","D1B","D1C","D3A","D3AMM","D3APO","D3B","D4A","D5AR","D5CRI","D1C_Cat","D3B_Cat"
"689",6426,360610149004,"POLYGON ((-73.98259 40.772345, -73.982182 40.772212, -73.980842 40.771652, -73.979652 40.771156, -73.980112 40.770529, -73.98105 40.770925, -73.981295 40.771029, -73.982159 40.771394, -73.983033 40.771762, -73.98259 40.772345))",0.483,0.378223496,0.0694175800558779,0.097643115197957,0.150752796149332,0.146619683796732,0.182096794575706,0,0,0.989398710553574,0.664819490710322,0.664819491,"Very High","Low"
"690",6427,360610150012,"POLYGON ((-73.960919 40.78085, -73.960416 40.781532, -73.958814 40.780858, -73.959311 40.780173, -73.959774 40.779542, -73.961361 40.780241, -73.960919 40.78085))",0.518,0.352445194,0.0857511283043198,0.21257285326043,0.0479474597199117,0.122312479293754,0.32994449088384,0.000225746682508375,0.0190876707098273,0.989425191545015,0.548036132990115,0.548036133,"High","Medium"
"691",6428,360610152000,"POLYGON ((-73.942758 40.774872, -73.942491 40.775487, -73.942358 40.775805, -73.941937 40.776031, -73.941958 40.776339, -73.942235 40.777567, -73.942588 40.778135, -73.942831 40.778602, -73.942389 40.779083, -73.942838 40.779632, -73.943246 40.779381, -73.94361 40.780299, -73.943835 40.781355, -73.943731 40.782151, -73.943604 40.78265, -73.937608 40.781754, -73.937288 40.780963, -73.934412 40.778093, -73.934744 40.778076, -73.935082 40.777944, -73.935509 40.777539, -73.935855 40.777212, -73.936089 40.777184, -73.93638 40.776921, -73.937047 40.775866, -73.937655 40.775086, -73.937858 40.774088, -73.937813 40.773563, -73.937466 40.772531, -73.937466 40.772504, -73.940043 40.772953, -73.940145 40.772951, -73.94019 40.772955, -73.944337 40.773108, -73.942758 40.774872), (-73.939632 40.778954, -73.939217 40.778565, -73.938627 40.779402, -73.938833 40.780059, -73.937602 40.780592, -73.937328 40.780985, -73.9374 40.781039, -73.937492 40.781077, -73.937515 40.781133, -73.938101 40.781237, -73.938829 40.780763, -73.938803 40.780602, -73.938973 40.780493, -73.939336 40.780083, -73.939308 40.779851, -73.939537 40.779694, -73.939572 40.779368, -73.939508 40.779224, -73.939632 40.778954))",0,0,0,0,0,0,0,0,0,0,0,0,"Low","Low"
"692",6429,360610152001,"POLYGON ((-73.94567 40.781947, -73.945213 40.782571, -73.944723 40.783247, -73.944054 40.782964, -73.944097 40.782911, -73.94418 40.7828, -73.94426 40.782676, -73.944342 40.78252, -73.944397 40.782382, -73.944438 40.782241, -73.944474 40.781998, -73.944489 40.781769, -73.944487 40.781709, -73.944486 40.781619, -73.944474 40.781471, -73.944265 40.780553, -73.944644 40.780709, -73.945481 40.78105, -73.946131 40.781316, -73.94567 40.781947))",0.614,0.032921811,0.0715667311411992,0.282614450243417,0.00762591905955569,0.158190069025373,0.310601636430666,0.0425195105208103,0.0197195447933268,0.989663718087318,0.751792148464446,0.751792148,"Low","Medium"
"693",6430,360610152004,"POLYGON ((-73.947049 40.780064, -73.945104 40.779278, -73.944775 40.779145, -73.945255 40.778486, -73.947508 40.779438, -73.947049 40.780064))",0.788,0.145336226,0.0719965613582635,0.253138576543916,0.0163316941021554,0.171348936700219,0.462901497163046,0,0,0.989571034617276,0.726891320840044,0.726891321,"Low","Low"
"694",6540,360610156013,"POLYGON ((-73.949824 40.784516, -73.949332 40.785194, -73.948925 40.785021, -73.949425 40.784348, -73.949252 40.784274, -73.947584 40.783571, -73.948039 40.782942, -73.948532 40.783151, -73.950282 40.783891, -73.949824 40.784516))",0.883,0.095940959,0.0702772404900064,0.137105960845441,0.0400985646812232,0.280701003441147,0.535522419224216,0,0,0.989809561159579,0.680958248470837,0.680958248,"High","Low"
"695",6541,360610157005,"POLYGON ((-73.980673 40.779925, -73.979928 40.779611, -73.978868 40.779166, -73.977831 40.77873, -73.978056 40.77842, -73.978293 40.778095, -73.981135 40.779292, -73.980673 40.779925))",0.653,0.109903382,0.0917687513432194,0.380336696745877,0.0562758720943029,0.0713815962277815,0.0542558235851585,0,0,0.990432358506776,0.54123211333424,0.541232113,"High","Low"
"696",6542,360610157006,"POLYGON ((-73.981135 40.779292, -73.978293 40.778095, -73.9788 40.77741, -73.981621 40.778608, -73.981135 40.779292))",0.727,0.06431853,0.0928433268858801,0.173465489114495,0.0761541912010218,0.188467372817731,0.32738784429629,0.0357305743837328,0,0.9898890041339,0.539890971831932,0.539890972,"Very High","Low"
"697",6543,360610157008,"POLYGON ((-73.982118 40.777923, -73.982025 40.777887, -73.979281 40.776729, -73.979746 40.776106, -73.982102 40.777096, -73.982583 40.777303, -73.982118 40.777923))",0.548,0.500904159,0.119707715452396,0.315182743973167,0.0408250397193365,0.179071155451038,0.322409808628355,0,0,0.988086814570909,0.55147951584546,0.551479516,"High","Low"
"698",6544,360610159000,"POLYGON ((-73.995769 40.782558, -73.994845 40.783823, -73.994765 40.783789, -73.990484 40.782377, -73.99017 40.782246, -73.98814 40.781409, -73.98919 40.779942, -73.991637 40.780918, -73.995639 40.782511, -73.995769 40.782558))",0,0,0,0,0,0,0,0,0,0,0,0,"Low","Low"
"699",6545,360610159004,"POLYGON ((-73.983515 40.781126, -73.98235 40.780632, -73.981521 40.780282, -73.980673 40.779925, -73.981135 40.779292, -73.981728 40.77954, -73.982784 40.779985, -73.983978 40.78049, -73.983515 40.781126))",0.839,0.287128713,0.0913389211261552,0.166572003822044,0.0247781436653975,0.266478560842664,0.565305833012757,0.0394835407537672,0,0.989345748570694,0.578417043393342,0.578417043,"Medium","Low"
"700",6546,360610159006,"POLYGON ((-73.984476 40.779808, -73.981992 40.778765, -73.981621 40.778608, -73.981992 40.778118, -73.982118 40.777923, -73.982619 40.778133, -73.984229 40.77881, -73.984976 40.779125, -73.984476 40.779808))",0.814,0.241187384,0.0681280894046851,0.22180709696031,0.0897833230702581,0.172796534758378,0.200167145137734,0.124279503113574,0,0.988086814570909,0.599195315098615,0.599195315,"Very High","Low"
"701",6547,360610159007,"POLYGON ((-73.984976 40.779125, -73.984229 40.77881, -73.982619 40.778133, -73.982118 40.777923, -73.982583 40.777303, -73.983107 40.777517, -73.984051 40.777903, -73.985448 40.778476, -73.984976 40.779125))",0.613,0.166453265,0.108532129808726,0.257613696716456,0.00813944100032287,0.278843179404193,0.709209347907286,0,0,0.99069736604052,0.532248021877729,0.532248022,"Low","Low"
"702",6548,360610161004,"POLYGON ((-73.977369 40.779364, -73.975111 40.778412, -73.974532 40.778168, -73.974997 40.777533, -73.975548 40.777765, -73.975931 40.777927, -73.977831 40.77873, -73.977369 40.779364))",0.682,0.420502092,0.0855362131957877,0.232115284641894,0.0178416176504821,0.167259351280666,0.350443632938003,0.0472656752446857,0.0147970534203721,0.990379297714226,0.53337123812676,0.533371238,"Low","Medium"
"703",6549,360610161005,"POLYGON ((-73.98021 40.780561, -73.979512 40.780267, -73.978422 40.779807, -73.977369 40.779364, -73.977831 40.77873, -73.978868 40.779166, -73.979928 40.779611, -73.980673 40.779925, -73.98021 40.780561))",0.886,0.133640553,0.0975714592735869,0.359589221610927,0.0360913382592227,0.28996211375893,0.574722189160365,0,0,0.989690297888427,0.52143696307232,0.521436963,"Medium","Low"
"704",6550,360610162000,"POLYGON ((-73.943233 40.783239, -73.942661 40.78376, -73.941719 40.784282, -73.941099 40.784544, -73.940602 40.784816, -73.939719 40.785315, -73.939242 40.785851, -73.938557 40.7867, -73.938546 40.786712, -73.938102 40.787204, -73.937853 40.7876, -73.937604 40.78812, -73.937333 40.788753, -73.937129 40.789183, -73.936881 40.789669, -73.936677 40.789974, -73.936361 40.790404, -73.935999 40.790856, -73.935626 40.791263, -73.935049 40.79169, -73.934864 40.791588, -73.931788 40.790173, -73.932371 40.78962, -73.932714 40.78929, -73.933055 40.788624, -73.933476 40.788157, -73.933676 40.787936, -73.93551 40.7859, -73.936239 40.785687, -73.935664 40.784683, -73.935929 40.783807, -73.935433 40.783249, -73.931494 40.782527, -73.930619 40.782246, -73.929653 40.781684, -73.9293 40.781411, -73.928903 40.781266, -73.928601 40.781035, -73.92821 40.780996, -73.927981 40.781035, -73.927781 40.780983, -73.927708 40.780964, -73.925745 40.778405, -73.925908 40.778361, -73.926318 40.778242, -73.927084 40.777717, -73.928277 40.776899, -73.928396 40.776791, -73.928605 40.776593, -73.929036 40.776467, -73.929881 40.776222, -73.930629 40.776591, -73.930883 40.776974, -73.931074 40.777261, -73.93105 40.777442, -73.931788 40.777871, -73.931847 40.777892, -73.932649 40.778022, -73.932722 40.778035, -73.932775 40.777922, -73.932903 40.777944, -73.933908 40.778117, -73.934412 40.778093, -73.937288 40.780963, -73.937608 40.781754, -73.943604 40.78265, -73.943233 40.783239))",0,0,0,0,0,0,0,0,0,0,0,0,"Low","Low"
"705",6551,360610162001,"POLYGON ((-73.938193 40.792188, -73.937737 40.792816, -73.936792 40.792404, -73.935553 40.791842, -73.935337 40.791837, -73.935461 40.791742, -73.935759 40.791493, -73.936013 40.791261, -73.936524 40.790659, -73.936625 40.790702, -73.938649 40.791558, -73.938193 40.792188))",0.524,0.365771812,0.0588867397378036,0.261191152308189,0.0123589812433484,0.150814865424129,0.326197005208328,0.00164692433442444,0,0.990379297714226,0.581892377695596,0.581892378,"Low","Low"
"706",6552,360610162004,"POLYGON ((-73.941478 40.787692, -73.94138 40.787824, -73.941019 40.788319, -73.94056 40.788949, -73.939931 40.788685, -73.939275 40.78841, -73.938729 40.78818, -73.938184 40.787951, -73.938084 40.787907, -73.938236 40.787599, -73.938383 40.787372, -73.938844 40.786831, -73.939205 40.786408, -73.939535 40.786034, -73.939615 40.786077, -73.93993 40.786215, -73.940153 40.786309, -73.940321 40.786381, -73.941937 40.787065, -73.941478 40.787692))",0.605,0.061825319,0.0887599398237696,0.239140613346291,0.00127861797835747,0.0769373425308076,0.138697870622911,0.0322295667589094,0.00566365905461427,0.98984928264674,0.525188390646583,0.525188391,"Low","Low"
"707",6553,360610163000,"POLYGON ((-73.994845 40.783823, -73.993939 40.785063, -73.992998 40.786353, -73.99169 40.788143, -73.991372 40.788579, -73.985047 40.785996, -73.98814 40.781409, -73.99017 40.782246, -73.990484 40.782377, -73.994765 40.783789, -73.994845 40.783823))",0,0,0,0,0,0,0,0,0,0,0,0,"Low","Low"
"708",6554,360610164004,"POLYGON ((-73.946086 40.789637, -73.945636 40.790254, -73.943396 40.789309, -73.943859 40.788686, -73.944322 40.788056, -73.945352 40.788489, -73.945371 40.788497, -73.94546 40.788535, -73.945792 40.788674, -73.945991 40.788758, -73.946555 40.788996, -73.946086 40.789637))",0.563,0.108864697,0.0412637008381689,0.259983049020711,0.00710143923130393,0.247364505269842,0.222228743906906,0.200840930667421,0.0426523193307859,0.989345748570694,0.64075513558064,0.640755136,"Low","Very High"
"709",6555,360610165005,"POLYGON ((-73.977365 40.784464, -73.97454 40.783242, -73.974985 40.78263, -73.977827 40.783831, -73.977365 40.784464))",0.699,0.271889401,0.0883301096067053,0.271306983090981,0.0293091316956223,0.182907507364621,0.388116977527033,0,0,0.991783975976603,0.525401400292642,0.5254014,"Medium","Low"
"710",6556,360610169006,"POLYGON ((-73.973596 40.784538, -73.97076 40.78334, -73.971223 40.782706, -73.974058 40.783901, -73.973596 40.784538))",0.667,0.242063492,0.0947775628626692,0.373094843516618,0.0166982597350806,0.212671450717122,0.470229664919975,0.048615169175782,0.0147930321166663,0.990220312955914,0.546623715183164,0.546623715,"Low","Medium"
"711",6557,360610170005,"POLYGON ((-73.941035 40.792546, -73.938649 40.791558, -73.939132 40.790905, -73.939773 40.791175, -73.940006 40.791274, -73.940233 40.79137, -73.940867 40.791638, -73.941503 40.791908, -73.941035 40.792546))",0.782,0.079913607,0.0507199656135826,0.258111471484852,0.0109392127742125,0.0962754365080526,0.0109460133522838,0,0,0.98984928264674,0.48806490567769,0.488064906,"Low","Low"
"712",6558,360610171004,"POLYGON ((-73.981017 40.788969, -73.980853 40.789254, -73.978833 40.788401, -73.978357 40.788201, -73.978814 40.787567, -73.97928 40.787762, -73.981062 40.788506, -73.981017 40.788969))",0.627,0.081578947,0.0754352030947776,0.194558734571247,0.105973933286687,0.284416748489387,0.690811406971493,0.0361423196358566,0,0.989465011841845,0.57448291908419,0.574482919,"Very High","Low"
"713",6559,360610171006,"POLYGON ((-73.983751 40.787889, -73.981932 40.790548, -73.981766 40.790455, -73.981595 40.790384, -73.980357 40.789941, -73.977857 40.788881, -73.978357 40.788201, -73.978833 40.788401, -73.980853 40.789254, -73.981017 40.788969, -73.981062 40.788506, -73.981143 40.787694, -73.981229 40.786917, -73.98287 40.787524, -73.982917 40.787546, -73.982947 40.787561, -73.983062 40.787607, -73.983079 40.787614, -73.983751 40.787889))",0.602,0.135616438,0.0917687513432194,0.392158280471191,0.0211276655173221,0.34255680377243,0.000334616641746723,0.316023867926185,0.0693782370676137,0.988086814570909,0.542160343830339,0.542160344,"Medium","Very High"
"714",6560,360610173006,"POLYGON ((-73.971221 40.787793, -73.968385 40.786596, -73.968844 40.785967, -73.9692 40.786117, -73.969323 40.786169, -73.971681 40.787163, -73.971221 40.787793))",0.822,0.547619048,0.0692026649473458,0.399379258914514,0.0143926259404735,0.300880144602571,0.70847877018116,0.0486374892534556,0.0298415243403291,0.989637237095877,0.453118215437956,0.453118215,"Low","High"
"715",6561,360610175000,"POLYGON ((-73.986277 40.795556, -73.986256 40.795585, -73.980109 40.79313, -73.981932 40.790548, -73.98815 40.792991, -73.986277 40.795556))",0,0,0,0,0,0,0,0,0,0,0,0,"Low","Low"
"716",6562,360610175002,"POLYGON ((-73.979395 40.791245, -73.978707 40.790952, -73.977433 40.790411, -73.976904 40.790186, -73.977361 40.789558, -73.977816 40.78975, -73.979253 40.790357, -73.979862 40.790614, -73.979395 40.791245))",0.511,0.285211268,0.0853212980872555,0.349861972394433,0.061816993125435,0.206521661722923,0.50467349418295,0.0248179563101107,0,0.990061328197602,0.527671591558919,0.527671592,"Very High","Low"
"717",6563,360610177004,"POLYGON ((-73.972177 40.790352, -73.972187 40.790385, -73.972041 40.790597, -73.971462 40.790353, -73.96985 40.789674, -73.970299 40.789053, -73.971969 40.78975, -73.972458 40.789955, -73.972177 40.790352))",0.523,0.15916955,0.0698474102729422,0.440741289402422,0.0164070292468329,0.056342755434509,0.152210724777099,0,0,0.98984928264674,0.50950268801788,0.509502688,"Low","Low"
"718",6564,360610177006,"POLYGON ((-73.96985 40.789674, -73.967647 40.788744, -73.96808 40.788125, -73.970299 40.789053, -73.96985 40.789674))",0.301,0.265060241,0.0477111540941328,0.224023072399849,0.00853486328464118,0.084132575849911,0.227285304893623,0,0,0.989796221854189,0.479363461636143,0.479363462,"Low","Low"
"719",6565,360610177007,"POLYGON ((-73.968466 40.791562, -73.965632 40.790365, -73.966094 40.789734, -73.967266 40.790227, -73.968928 40.790928, -73.968466 40.791562))",0.412,0.194495413,0.0608209757145927,0.242322268467226,0.0214917471005002,0.181631207162964,0.452800249261618,0.0176548411068187,0.0148535820939861,0.990021507900772,0.470243371713302,0.470243372,"Medium","Medium"
"720",6566,360610178000,"POLYGON ((-73.935049 40.79169, -73.933844 40.79249, -73.93346 40.792765, -73.933094 40.792982, -73.931094 40.79409, -73.93022 40.794539, -73.93012 40.794631, -73.929745 40.795164, -73.929256 40.795867, -73.927257 40.794876, -73.927652 40.794113, -73.927826 40.793845, -73.928105 40.79345, -73.928326 40.793159, -73.928373 40.792845, -73.928268 40.792299, -73.927723 40.791994, -73.927478 40.791937, -73.926664 40.791927, -73.926372 40.791789, -73.926117 40.791578, -73.926135 40.79135, -73.92651 40.790868, -73.928762 40.791039, -73.929349 40.791253, -73.929615 40.791399, -73.930162 40.791306, -73.930868 40.791093, -73.931348 40.790786, -73.931788 40.790173, -73.934864 40.791588, -73.935049 40.79169))",0,0,0,0,0,0,0,0,0,0,0,0,"Low","Low"
"721",6567,360610179000,"POLYGON ((-73.984904 40.797436, -73.984739 40.797662, -73.984362 40.798179, -73.978316 40.795687, -73.980109 40.79313, -73.986256 40.795585, -73.984904 40.797436))",0,0,0,0,0,0,0,0,0,0,0,0,"Low","Low"
"722",6568,360610179001,"POLYGON ((-73.980109 40.79313, -73.978316 40.795687, -73.977742 40.795399, -73.977505 40.795304, -73.977291 40.795219, -73.977119 40.795157, -73.976502 40.794939, -73.976233 40.794828, -73.974874 40.794252, -73.974724 40.794189, -73.974162 40.793952, -73.974616 40.793325, -73.975178 40.79356, -73.976306 40.794032, -73.976317 40.793885, -73.976351 40.793738, -73.976405 40.793595, -73.97648 40.793458, -73.976574 40.793329, -73.976947 40.792871, -73.97701 40.792807, -73.977092 40.792724, -73.977691 40.792164, -73.979715 40.792978, -73.979885 40.793046, -73.980109 40.79313))",0.719,0.258513932,0.099290780141844,0.189086352426956,0.00478443652848385,0.318431815610698,0.142289017422374,0.192238116504986,0.0506292023090781,0.99077690782451,0.564488670344633,0.56448867,"Low","Very High"
"723",6569,360610181003,"POLYGON ((-73.96987 40.794736, -73.969452 40.794563, -73.969224 40.79447, -73.968636 40.794227, -73.968032 40.793979, -73.967817 40.79389, -73.967593 40.793799, -73.967012 40.79356, -73.967524 40.792856, -73.96831 40.793185, -73.96933 40.793614, -73.969832 40.793825, -73.970368 40.794051, -73.96987 40.794736))",0.63,0.226804124,0.128949065119278,0.554561463835634,0.0542799161081277,0.203387947644484,0.427228845437775,0.0569680386826239,0.0202563197277868,0.990326335731345,0.528877553862766,0.528877554,"High","High"
"724",6570,360610181004,"POLYGON ((-73.968016 40.792185, -73.965177 40.790991, -73.965632 40.790365, -73.968466 40.791562, -73.968016 40.792185))",0.55,0.172818792,0.0853212980872555,0.294966693169693,0.00494844674315598,0.104685156127614,0.282808381746775,0,0.0150694672201211,0.990021507900772,0.47023190196313,0.470231902,"Low","Medium"
"725",6571,360610181006,"POLYGON ((-73.967012 40.79356, -73.966547 40.793358, -73.966446 40.793315, -73.96526 40.792801, -73.964176 40.792362, -73.964685 40.791664, -73.967 40.792636, -73.967524 40.792856, -73.967012 40.79356))",0.607,0.253878702,0.111540941328175,0.313676663787522,0.0100090363442543,0.0619013495416865,0.0485355653538138,0.05532056449264,0.0203100923546572,0.990326335731345,0.501681956936004,0.501681957,"Low","High"
"726",6572,360610183000,"POLYGON ((-73.982655 40.800516, -73.982516 40.800706, -73.976492 40.798289, -73.978316 40.795687, -73.984362 40.798179, -73.982655 40.800516))",0,0,0,0,0,0,0,0,0,0,0,0,"Low","Low"
"727",6707,360610183003,"POLYGON ((-73.976183 40.794968, -73.976113 40.795104, -73.976023 40.795235, -73.975915 40.795356, -73.975791 40.795467, -73.974444 40.794895, -73.973701 40.794579, -73.974162 40.793952, -73.974724 40.794189, -73.974874 40.794252, -73.976233 40.794828, -73.976183 40.794968))",0.624,0.366559486,0.0747904577691812,0.146828971399451,0.00982481552624951,0.181987519603842,0.354292769769227,0.0640164350797792,0,0.990101049684762,0.565501285431287,0.565501285,"Low","Low"
"728",6708,360610185002,"POLYGON ((-73.96987 40.794736, -73.969415 40.795361, -73.969379 40.795408, -73.968956 40.795988, -73.968476 40.796643, -73.967128 40.796081, -73.967022 40.796037, -73.966637 40.795876, -73.966226 40.795705, -73.965628 40.795456, -73.9661 40.794808, -73.966621 40.794094, -73.967012 40.79356, -73.967593 40.793799, -73.967817 40.79389, -73.968032 40.793979, -73.968636 40.794227, -73.969224 40.79447, -73.969452 40.794563, -73.96987 40.794736))",0.653,0.277726856,0.166344294003868,0.183146681549831,0.0286274912293697,0.0713630002046374,0.104238240933545,0.000588603870539409,0,0.991214140612286,0.537045654521294,0.537045655,"Medium","Low"
"729",6709,360610211006,"POLYGON ((-73.959679 40.813776, -73.958936 40.813473, -73.958798 40.813416, -73.957438 40.812861, -73.957297 40.812804, -73.956827 40.812612, -73.957332 40.811917, -73.957349 40.811894, -73.957432 40.811779, -73.957808 40.811264, -73.958309 40.811475, -73.959256 40.811873, -73.960652 40.812456, -73.959679 40.813776))",0.554,0.371229698,0.101225016118633,0.194307263775435,0.00639873327984565,0.122039961515347,0.264035108268907,0.030602043597895,0.00704579028997402,0.990074568693322,0.567465889782255,0.56746589,"Low","Low"
"730",6710,360610213032,"POLYGON ((-73.955457 40.814488, -73.955001 40.815112, -73.954547 40.815737, -73.952974 40.81507, -73.953075 40.814299, -73.95311 40.813495, -73.953129 40.812692, -73.953544 40.812051, -73.954081 40.81228, -73.955203 40.813554, -73.955707 40.814144, -73.955457 40.814488))",0.674,0.148550725,0.0440575972490866,0.0667470862228767,0.019753663611267,0.205358817888315,0.246572027177068,0.143651231812779,0.02809349783275,0.98990224462962,0.614229699771097,0.6142297,"Low","High"
"731",6711,360610213033,"POLYGON ((-73.953075 40.814299, -73.952974 40.81507, -73.95086 40.814187, -73.951322 40.813567, -73.95177 40.81294, -73.95311 40.813495, -73.953075 40.814299))",0.775,0.250896057,0.0919836664517516,0.419018102175022,0.00290303284208787,0.159782942359324,0.048640531665662,0.178518020362116,0.0307406537747616,0.988086814570909,0.605058815240349,0.605058815,"Low","Very High"
"732",6712,360610215001,"POLYGON ((-73.951506 40.812008, -73.950927 40.812575, -73.95035 40.813159, -73.949313 40.812711, -73.949757 40.812103, -73.950216 40.811478, -73.95068 40.810843, -73.952101 40.811442, -73.951506 40.812008))",0.662,0.155737705,0.0378250591016548,0.257494435780086,0.0067603075338895,0.198597203231979,0.337560894548043,0.092728801086362,0.0581068930181817,0.988086814570909,0.625728124318984,0.625728124,"Low","Very High"
"733",6713,360610215002,"POLYGON ((-73.949861 40.8138, -73.949623 40.814104, -73.949494 40.814282, -73.949396 40.814421, -73.949189 40.814737, -73.94902 40.815021, -73.948855 40.815324, -73.948697 40.815647, -73.948677 40.815692, -73.948356 40.816374, -73.947034 40.81583, -73.947489 40.815207, -73.947947 40.81458, -73.948419 40.813938, -73.948477 40.813858, -73.948832 40.81337, -73.949301 40.812727, -73.949313 40.812711, -73.95035 40.813159, -73.949861 40.8138))",0.643,0.10571185,0.153879217709005,0.366825298135686,0.00820971756976609,0.219045205565063,0.0884184012322999,0.234597451006257,0.0549396568751599,0.989809561159579,0.626896400300835,0.6268964,"Low","Very High"
"734",6714,360610225005,"POLYGON ((-73.952105 40.822173, -73.9513 40.82265, -73.949921 40.822073, -73.950377 40.821445, -73.950829 40.820829, -73.951481 40.821101, -73.952911 40.821697, -73.952105 40.822173))",0.673,0.205921938,0.0879002793896411,0.44935273909569,0.0136782534590953,0.0787733546112348,0.21280729538399,0,0,0.990127530676203,0.564043807891516,0.564043808,"Low","Low"
"735",6715,360610227001,"POLYGON ((-73.949465 40.82269, -73.949006 40.823315, -73.948553 40.82394, -73.948099 40.824563, -73.947604 40.825233, -73.946222 40.824652, -73.946714 40.823981, -73.947165 40.82336, -73.947622 40.822737, -73.948083 40.822108, -73.948541 40.821487, -73.949921 40.822073, -73.949465 40.82269))",0.79,0.253358925,0.077799269288631,0.11567785823641,0.00712524490576853,0.161361364487965,0.282129115698524,0.0716797328087833,0.0395764644369003,0.988086814570909,0.580300540225233,0.58030054,"Low","Very High"
"736",6716,360610227003,"POLYGON ((-73.946078 40.821264, -73.944756 40.824032, -73.943842 40.823648, -73.942924 40.82326, -73.943235 40.822921, -73.943506 40.822628, -73.944049 40.822052, -73.944603 40.821462, -73.945155 40.820876, -73.946078 40.821264))",0.662,0.124293785,0.0984311197077154,0.293203583474915,0.00705207772131417,0.139462615475705,0.360637362960069,0.00751461032846978,0.0151871919582281,0.98984928264674,0.595440610452875,0.59544061,"Low","Medium"
"737",6717,360610229005,"POLYGON ((-73.957275 40.827145, -73.956989 40.82707, -73.95633 40.827953, -73.955112 40.827456, -73.954752 40.827928, -73.954565 40.827841, -73.954429 40.828074, -73.953712 40.827275, -73.953607 40.827283, -73.953523 40.827283, -73.95259 40.827303, -73.95206 40.827079, -73.951969 40.827041, -73.952481 40.826403, -73.95094 40.825757, -73.951398 40.825137, -73.951853 40.82451, -73.953684 40.825312, -73.953828 40.825372, -73.954256 40.82555, -73.954848 40.825817, -73.954884 40.825834, -73.954989 40.825884, -73.957462 40.82687, -73.957275 40.827145))",0.745,0.188976378,0.0737158822265205,0.148082170948313,0.00798259193427013,0.272080716795394,0.109671951729923,0.225576519806905,0.0456073525827034,0.989411951049294,0.549124939988629,0.54912494,"Low","Very High"
"738",6718,360610231003,"POLYGON ((-73.943539 40.824063, -73.942686 40.825237, -73.941536 40.826821, -73.941102 40.826711, -73.940595 40.826414, -73.941049 40.825793, -73.941503 40.825171, -73.941956 40.824555, -73.94243 40.823909, -73.942924 40.82326, -73.943842 40.823648, -73.943539 40.824063))",0.74,0.255344418,0.0932731571029443,0.175616792314218,0.0026897046294247,0.216831405059747,0.335475152047089,0.116660302568682,0.0345553174399064,0.990538381282208,0.570275159306637,0.570275159,"Low","Very High"
"739",6719,360610233003,"POLYGON ((-73.949505 40.827728, -73.949049 40.828349, -73.946203 40.827154, -73.946661 40.826529, -73.947117 40.825904, -73.94996 40.827104, -73.949505 40.827728))",0.657,0.134939759,0.107887384483129,0.31635184511868,0.0090568316761186,0.248717377739785,0.640549651893428,0.0146182005262165,0.0225227578345661,0.99075042683307,0.511704880050991,0.51170488,"Low","High"
"740",6720,360610240001,"POLYGON ((-73.928326 40.793159, -73.928105 40.79345, -73.927826 40.793845, -73.927652 40.794113, -73.927257 40.794876, -73.926963 40.795242, -73.926939 40.796, -73.927122 40.797067, -73.927355 40.797468, -73.927599 40.79803, -73.927379 40.798593, -73.926901 40.799888, -73.926854 40.799988, -73.925603 40.801998, -73.925291 40.802002, -73.923265 40.801947, -73.922595 40.801872, -73.922102 40.801594, -73.921888 40.80153, -73.921458 40.801, -73.92118 40.800621, -73.921003 40.800292, -73.920776 40.799938, -73.920472 40.799546, -73.920371 40.799433, -73.919146 40.798839, -73.918994 40.798773, -73.916427 40.797723, -73.915727 40.7973, -73.9152 40.796804, -73.914865 40.796345, -73.914623 40.795929, -73.914331 40.795539, -73.913835 40.794664, -73.913767 40.794497, -73.913748 40.794323, -73.913767 40.793901, -73.913847 40.79374, -73.914164 40.793312, -73.914462 40.792921, -73.914859 40.792363, -73.915194 40.791947, -73.915417 40.79181, -73.915671 40.791637, -73.915988 40.791401, -73.916292 40.791128, -73.920563 40.792989, -73.921337 40.792701, -73.921978 40.793001, -73.922142 40.793078, -73.922194 40.793036, -73.92225 40.792998, -73.922314 40.792962, -73.922383 40.792931, -73.922456 40.792905, -73.922531 40.792885, -73.922591 40.792873, -73.922652 40.792865, -73.922713 40.792861, -73.922928 40.79283, -73.923013 40.792819, -73.923096 40.792802, -73.923176 40.792779, -73.923254 40.792751, -73.923328 40.792718, -73.923397 40.79268, -73.923462 40.792637, -73.923521 40.792589, -73.924101 40.791938, -73.924473 40.792132, -73.925838 40.790524, -73.926019 40.790616, -73.926108 40.790662, -73.92651 40.790868, -73.926135 40.79135, -73.926117 40.791578, -73.926372 40.791789, -73.926664 40.791927, -73.927478 40.791937, -73.927723 40.791994, -73.928268 40.792299, -73.928373 40.792845, -73.928326 40.793159))",0.894,0,0.0326670964968837,0.0122191351827797,0.00509768878703234,0.133914717349235,0.0433157018429371,0.086666923285715,0.00650518109530113,0.989796221854189,0.707210868079849,0.707210868,"Low","Low"
